"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3107970","HSM7J4LD stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443173","","512.51","1","8042681","1480745879","MSM79HDQ_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107969","MSM79H9Q stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443172","","207.27","1","3202846","587876146","MSM79HCP_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107968","CSM7KOJO stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443171","","1357.1","1","21848059","3968312027","MSM79H9Q_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107967","CSM7KON2 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443170","","493.92","1","7427062","1343745992","PSM7J1BF_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107966","MSM79HDE stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443169","","722.03","1","10253099","1827825524","CSM7KON2_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107965","PSM7J16U stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443168","","459.35","1","7076096","1294529629","HSM7J4HS_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107964","HSM7J4HS stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443167","","432.08","1","6864037","1264687097","MSM79H7C_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107963","MSM79H7C stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443166","","4.76","1","71699","11435841","HSM7J4LP_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107962","HSM7J4LP stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443165","","610.5","1","9665469","1770836687","PSM7J18E_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107961","PSM7J18E stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443164","","246.5","1","3821646","702586826","HSM7J4I5_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107960","HSM7J4I5 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443163","","782.8","1","10891183","1984763594","PSM7J17L_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107959","PSM7J17L stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443162","","608.11","1","9703753","1774693092","MSM79HDG_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107958","MSM79HDG stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443161","","152.85","1","2084768","372362966","PSM7J17X_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107957","CSM5MCXR stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443160","","262.29","1","4117960","756945904","CSM67UAU_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107956","CSM67UAU stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443158","","263.64","1","3654488","660407011","HSM6XRQI_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107955","MSM79H9G stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443159","","578.14","1","9041789","1665839644","CSM7KOLE_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107954","CSM7KOLE stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443157","","387.27","1","5373341","971974014","PSM7J16U_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107953","HSM67VD6 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443155","","480.62","1","6608185","1193592363","CSM79HHO_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107952","ESM5MECL stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443156","","503.18","1","7978287","1463623956","HSM67VD6_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107951","MSM6J2LB stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443154","","57.47","1","896336","164902419","CSM67UB3_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107950","CSM79HHO stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443153","","54.04","1","854284","156281918","MSM6J2LB_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107949","CSM79HGP stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443152","","865.83","1","12083190","2171176666","MSM6J2RO_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107948","CSM67UB3 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443151","","446.51","1","6837103","1258960205","CSM79HGP_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107947","HSM67VGA stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443149","","606.54","1","9419420","1737111030","CSM67UDR_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107946","MSM6J2RO stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443150","","174.02","1","2383536","431587712","HSM67VGA_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107945","CSM67UBN stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443148","","44.52","1","609754","109492684","MSM6J2LV_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107944","CSM67UDR stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443147","","352.17","1","5555493","1026400899","CSM67UBN_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107943","HSM7J4LN stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443146","","1110.72","1","15325688","2757402750","HSM7J4NO_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107942","PSM7J136 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443145","","574.73","1","8006206","1441732007","HSM7J4KQ_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107941","MSM9VZNH stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443144","","1285.05","1","20756468","3760866345","MSM9VZMA_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107940","stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443143","","653.82","1","10391177","1879777558","MSM9VZNH_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107939","CSM79HRG stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443142","","271.94","1","3691196","663744684","HSM7J4PI_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107938","MSM79HC8 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443141","","414.04","1","5803019","1034397614","CSM79HRG_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107937","PSM7J1A6 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443140","","1066.94","1","16494225","3029882099","HSM7J4HC_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107936","PSM6XBUK stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443139","","382.96","1","11932816","1067041073","PSM7J1A6_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107935","MSM79HCI stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443138","","611.64","1","8720314","1561066961","MSM79H9M_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107934","HSM7J4HC stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443137","","175.31","1","2739569","501902157","MSM79HCI_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107933","PSM7J1BB stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443136","","210.71","1","3341091","612779228","MSM79HDA_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107932","HSM7J4PI stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443135","","463.44","1","6484823","1173835853","PSM7J1BB_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107931","HSM7J4HM stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443133","","608.15","1","9661068","1753149952","PSM6XBUK_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107930","MSM79HDA stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443134","","738.45","1","11677015","2137675860","HSM7J4HM_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107929","HSM67VGK stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443132","","478","1","6663366","1206560155","MSM79H5Q_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107928","MSM79H5Q stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443131","","342.27","1","4732403","859844297","HSM67VHJ_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107927","PSM6XBV4 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443130","","136.1","1","1890012","343204757","PSM6XBT9_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107926","PSM6XBT9 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443129","","269.27","1","4204505","761896587","HSM67VGK_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107925","CSM79HPK stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443128","","300.1","1","4064086","733646824","CSM79HOL_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107924","CSM79HOL stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443126","","332.48","1","4685042","840898049","ESM5ME9U_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107923","HSM67VHJ stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443127","","589.5","1","9310882","1706850357","HSM7CZ1V_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107922","HSM7CZ1V stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443125","","1754.47","1","27560397","5068550275","CSM79HPK_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107921","CSM79HIN stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443124","","673.24","1","10730920","1953547659","CSM79HPA_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107920","CSM79HPA stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443123","","925.99","1","12946974","2354177511","PSM6XBV4_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107919","MSM79H9K stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443122","","316.68","1","4319720","777142383","CSM7KORO_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107918","CSM7KORO stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443121","","487.9","1","7590440","1401108012","CSM7KOPI_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107917","CSM7KOPI stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443120","","477.47","1","6656168","1204908004","HSM7J4J7_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107916","HSM7J4J7 stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443119","","284.84","1","4628145","817852042","HSM7J4LH_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107915","HSM7J4LH stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443118","","526.73","1","8407718","1538678401","CSM7KOPU_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107914","CSM7KOPU stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443117","","726.95","1","11939969","2096254083","HSM7J4IO_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
"SRX3107913","HSM7J4IO stool MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2443116","","217.27","1","2952729","534842360","MSM79H81_MTX","RNA-Seq","METATRANSCRIPTOMIC","RANDOM"
